,max_lon,min_lon,max_lat,min_lat,area
0,232.0,130.0,14.0,-16.0,1.0
1,28.0,0.0,16.0,-16.0,2.0
2,358.0,264.0,16.0,-16.0,3.0
3,248.0,154.0,-16.0,-36.0,3.0
4,264.0,156.0,-40.0,-62.0,4.0
5,106.0,28.0,10.0,-22.0,5.0
6,264.0,234.0,20.0,2.0,6.0
