,max_lon,min_lon,max_lat,min_lat,area
0,260.0,150.0,-28.0,-48.0,1.0
1,246.0,172.0,-52.0,-76.0,2.0
2,246.0,160.0,20.0,-22.0,3.0
3,102.0,28.0,-16.0,-34.0,4.0
4,160.0,150.0,20.0,8.0,5.0
5,90.0,46.0,34.0,22.0,6.0
