,max_lon,min_lon,max_lat,min_lat,area
0,278.0,160.0,38.0,-44.0,1.0
1,154.0,0.0,4.0,-18.0,2.0
2,358.0,322.0,4.0,-18.0,3.0
3,292.0,278.0,-8.0,-46.0,3.0
4,146.0,70.0,-18.0,-34.0,4.0
5,282.0,278.0,14.0,-8.0,5.0
6,128.0,36.0,36.0,4.0,6.0
