,max_lon,min_lon,max_lat,min_lat,area
0,282.0,156.0,32.0,-18.0,1.0
1,200.0,152.0,-18.0,-46.0,2.0
2,292.0,224.0,-18.0,-28.0,3.0
3,230.0,172.0,-46.0,-66.0,4.0
4,290.0,264.0,-28.0,-50.0,5.0
5,286.0,282.0,-10.0,-18.0,6.0
