,max_lon,min_lon,max_lat,min_lat,area
0,222.0,124.0,14.0,-10.0,1.0
1,284.0,234.0,10.0,0.0,2.0
2,270.0,166.0,-38.0,-60.0,3.0
3,272.0,188.0,-10.0,-30.0,4.0
4,332.0,292.0,6.0,-6.0,5.0
5,282.0,278.0,-4.0,-8.0,6.0
