,max_lon,min_lon,max_lat,min_lat,area
0,282.0,156.0,30.0,-16.0,1.0
1,292.0,224.0,-16.0,-28.0,2.0
2,196.0,150.0,-16.0,-38.0,3.0
3,232.0,124.0,-48.0,-68.0,4.0
4,290.0,262.0,-28.0,-50.0,5.0
5,286.0,282.0,-10.0,-16.0,6.0
