,max_lon,min_lon,max_lat,min_lat,area
0,278.0,160.0,36.0,-44.0,1.0
1,292.0,278.0,-8.0,-46.0,2.0
2,150.0,36.0,14.0,-34.0,3.0
3,282.0,278.0,14.0,-8.0,4.0
4,108.0,38.0,34.0,14.0,5.0
5,290.0,282.0,14.0,4.0,6.0
