,max_lon,min_lon,max_lat,min_lat,area
0,282.0,154.0,30.0,-20.0,1.0
1,240.0,124.0,-48.0,-68.0,2.0
2,202.0,152.0,-20.0,-46.0,3.0
3,292.0,230.0,-20.0,-28.0,4.0
4,286.0,282.0,-10.0,-20.0,5.0
5,290.0,268.0,-28.0,-48.0,6.0
