,max_lon,min_lon,max_lat,min_lat,area
0,356.0,274.0,30.0,18.0,1.0
1,294.0,258.0,58.0,44.0,2.0
2,148.0,124.0,48.0,40.0,3.0
3,326.0,294.0,50.0,40.0,4.0
4,14.0,2.0,36.0,30.0,5.0
5,38.0,34.0,2.0,-10.0,6.0
