,max_lon,min_lon,max_lat,min_lat,area
0,236.0,140.0,10.0,-10.0,1.0
1,250.0,164.0,-16.0,-34.0,2.0
2,10.0,0.0,12.0,-10.0,3.0
3,358.0,278.0,12.0,-10.0,4.0
