,max_lon,min_lon,max_lat,min_lat,area
0,246.0,166.0,-16.0,-34.0,1.0
1,236.0,138.0,10.0,-10.0,2.0
2,12.0,0.0,10.0,-10.0,3.0
3,358.0,280.0,10.0,-10.0,4.0
