,max_lon,min_lon,max_lat,min_lat,area
0,232.0,130.0,14.0,-14.0,1.0
1,250.0,152.0,-16.0,-36.0,2.0
2,30.0,0.0,16.0,-18.0,3.0
3,358.0,266.0,16.0,-18.0,4.0
4,264.0,156.0,-40.0,-62.0,4.0
5,248.0,156.0,32.0,14.0,5.0
6,266.0,248.0,20.0,2.0,6.0
