,max_lon,min_lon,max_lat,min_lat,area
0,274.0,154.0,22.0,-24.0,1.0
1,236.0,178.0,-28.0,-44.0,2.0
2,88.0,0.0,14.0,-12.0,3.0
3,358.0,274.0,14.0,-12.0,4.0
