,max_lon,min_lon,max_lat,min_lat,area
0,224.0,122.0,14.0,-12.0,1.0
1,284.0,238.0,12.0,2.0,2.0
2,270.0,164.0,-38.0,-60.0,3.0
3,274.0,184.0,-10.0,-32.0,4.0
4,328.0,290.0,6.0,-6.0,5.0
5,298.0,288.0,12.0,6.0,6.0
