,max_lon,min_lon,max_lat,min_lat,area
0,176.0,152.0,-14.0,-42.0,1.0
1,352.0,302.0,-60.0,-68.0,2.0
2,282.0,262.0,32.0,18.0,3.0
3,132.0,126.0,-64.0,-68.0,4.0
4,6.0,0.0,-38.0,-60.0,5.0
5,358.0,316.0,-38.0,-60.0,6.0
6,246.0,188.0,-18.0,-40.0,6.0
