,max_lon,min_lon,max_lat,min_lat,area
0,262.0,152.0,-28.0,-48.0,1.0
1,246.0,172.0,-52.0,-76.0,2.0
2,250.0,162.0,20.0,-22.0,3.0
3,86.0,28.0,-16.0,-34.0,4.0
4,162.0,152.0,20.0,8.0,5.0
5,90.0,40.0,36.0,20.0,6.0
