,max_lon,min_lon,max_lat,min_lat,area
0,224.0,124.0,14.0,-10.0,1.0
1,284.0,238.0,10.0,2.0,2.0
2,272.0,166.0,-40.0,-60.0,3.0
3,274.0,186.0,-10.0,-32.0,4.0
4,328.0,290.0,6.0,-6.0,5.0
5,212.0,182.0,26.0,14.0,6.0
