,max_lon,min_lon,max_lat,min_lat,area
0,338.0,276.0,78.0,50.0,1.0
1,28.0,0.0,24.0,2.0,2.0
2,358.0,304.0,24.0,2.0,3.0
3,152.0,72.0,-2.0,-22.0,3.0
4,326.0,304.0,40.0,32.0,4.0
5,12.0,0.0,28.0,24.0,5.0
6,358.0,356.0,28.0,24.0,6.0
7,302.0,276.0,40.0,30.0,6.0
